SchemeCode,AMC,SchemeName,ISIN,ISINdivReinvestment,SchemeType,Category
105661,Nippon India Mutual Fund,Nippon India Interval Fund Annual Interval Fund Series-I-Retail Plan Growth Option,INF204K01DZ9,,Interval Fund Schemes,Income
105662,Nippon India Mutual Fund,NIPPON INDIA ANNUAL INTERVAL FUND - SERIES I - RETAIL Plan - IDCW Option,INF204K01EA0,INF204K01EB8,Interval Fund Schemes,Income
105663,Nippon India Mutual Fund,Nippon India Interval Fund Annual Interval Fund Series-I- Growth Option,INF204K01EC6,,Interval Fund Schemes,Income
105664,DSP Mutual Fund,DSP BlackRock Strategic Bond Fund - Regular Plan - Monthly Dividend,,,Open Ended Schemes,Income
105665,DSP Mutual Fund,DSP BlackRock Strategic Bond Fund - Regular Plan - Dividend,,,Open Ended Schemes,Income
105666,DSP Mutual Fund,DSP BlackRock Strategic Bond Fund - Regular Plan - Growth,,,Open Ended Schemes,Income
105667,DSP Mutual Fund,DSP Dynamic Term Fund - Regular Plan - Monthly IDCW,INF740K01GM3,INF740K01GL5,Open Ended Schemes,Income/Debt Oriented Schemes - Dynamic Term Fund
105668,DSP Mutual Fund,DSP Dynamic Term Fund - Regular Plan - IDCW,INF740K01GO9,INF740K01GN1,Open Ended Schemes,Income/Debt Oriented Schemes - Dynamic Term Fund
105669,DSP Mutual Fund,DSP Dynamic Term Fund - Regular Plan - Growth,INF740K01GK7,,Open Ended Schemes,Income/Debt Oriented Schemes - Dynamic Term Fund
105670,UTI Mutual Fund,UTI Ultra Short to Short Term Fund - Regular Plan - Discontinued Monthly Dividend,INF789F01OY9,INF789F01OZ6,Open Ended Schemes,Income/Debt Oriented Schemes - Ultra Short to Short Term Fund
105672,Deutsche Mutual Fund,DWS INSTA CASH PLUS FUND - Regular Plan BONUS OPTION,,,Open Ended Schemes,Income
105675,JM Financial Mutual Fund,JM Fixed Maturity Fund - Series V - Quarterly plan 3 - Regular - Dividend option,,,Close Ended Schemes,Income
105676,JM Financial Mutual Fund,JM Fixed Maturity Fund - Series V - Quarterly plan 3 - Institutional - Growth option,,,Close Ended Schemes,Income
105677,JM Financial Mutual Fund,JM Fixed Maturity Fund - Series V - Quarterly plan 3 - Institutional - Dividend option,,,Close Ended Schemes,Income
105678,JM Financial Mutual Fund,JM Fixed Maturity Fund - Series V - Quarterly plan 3 - Regular - Growth option,,,Close Ended Schemes,Income
105679,HDFC Mutual Fund,HDFC FMP 24M May 2007 - Wholesale Plan Growth Option,,,Close Ended Schemes,Income
105680,HDFC Mutual Fund,HDFC FMP 24M May 2007 - Retail Plan Quaterly Dividend Option,,,Close Ended Schemes,Income
105681,HDFC Mutual Fund,HDFC FMP 24M May 2007 - Retail Plan Dividend Option,,,Close Ended Schemes,Income
105682,HDFC Mutual Fund,HDFC FMP 24M May 2007 - Retail Plan Growth Option,,,Close Ended Schemes,Income
105684,HDFC Mutual Fund,HDFC FMP 24M May 2007 - Wholesale Plan Quaterly Dividend Option,,,Close Ended Schemes,Income
105685,HDFC Mutual Fund,HDFC FMP 90D May 2007 - Wholesale Plan Growth Option,,,Close Ended Schemes,Income
105686,HDFC Mutual Fund,HDFC FMP 90D May 2007 - Retail Plan Growth Option,,,Close Ended Schemes,Income
105687,HDFC Mutual Fund,HDFC FMP 90D May 2007 - Retail Plan Dividend Option,,,Close Ended Schemes,Income
105688,HDFC Mutual Fund,HDFC FMP 90D May 2007 - Wholesale Plan Dividend Option,,,Close Ended Schemes,Income
105689,Nippon India Mutual Fund,Nippon India Interval Fund-Quarterly Interval Fund Serie-II - Regular Plan - Growth Option,INF204K01DN5,,Interval Fund Schemes,Income
105690,Reliance Mutual Fund,Reliance Interval Fund-Quarterly Interval Fund Serie-II-Institutional Plan Growth Option,,,Open Ended Schemes,Income
105691,Reliance Mutual Fund,Reliance Interval Fund-Quarterly Interval Fund Serie-II-Institutional Plan -Dividend Option,,,125254;INF174K01YR7;INF174K01YS5;Kotak Bond Short Term Plan-,Half Yearly Dividend
105692,Nippon India Mutual Fund,Nippon India Interval Fund-Quarterly Interval Fund Serie-II - Regular Plan - IDCW Option,INF204K01DO3,INF204K01DP0,Interval Fund Schemes,Income
105693,DBS Chola Mutual Fund,DBS Chola Freedom Income -Short Term Fund-Weekly Dividend- Institutional Plan,,,Open Ended Schemes,Income
105694,HDFC Mutual Fund,HDFC FMP 181D May 2007 - Retail Plan Dividend Option,,,Close Ended Schemes,Income
105695,HDFC Mutual Fund,HDFC FMP 181D May 2007 - Retail Plan Growth Option,,,Close Ended Schemes,Income
105696,HDFC Mutual Fund,HDFC FMP 181D May 2007 - Wholesale Plan Growth Option,,,Close Ended Schemes,Income
105697,HDFC Mutual Fund,HDFC FMP 181D May 2007 - Wholesale Plan Dividend Option,,,Close Ended Schemes,Income
105698,HDFC Mutual Fund,HDFC FMP 367D MAY 2007 - Retail Plan Normal Dividend Option,,,Close Ended Schemes,Income
105699,HDFC Mutual Fund,HDFC FMP 367D MAY 2007 - Wholesale Plan Growth Option,,,Close Ended Schemes,Income
105700,HDFC Mutual Fund,HDFC FMP 367D MAY 2007 - Retail Plan Growth Option,,,Close Ended Schemes,Income
105701,HDFC Mutual Fund,HDFC FMP 367D MAY 2007 - Retail Plan Quaterly Dividend Option,,,Close Ended Schemes,Income
105702,HDFC Mutual Fund,HDFC FMP 367D MAY 2007 - Wholesale Plan Normal Dividend Option,,,Close Ended Schemes,Income
105704,Franklin Templeton Mutual Fund,Templeton Quarterly Interval Plan - Plan B - Retail - Growth,,,Open Ended Schemes,Income
105705,Franklin Templeton Mutual Fund,Templeton Quarterly Interval Plan - Plan B - Retail - Dividend,,,Open Ended Schemes,Income
105707,Franklin Templeton Mutual Fund,Templeton Quarterly Interval Plan - Plan B - Institutional - Dividend,,,Open Ended Schemes,Income
105708,ICICI Prudential Mutual Fund,ICICI Prudential FMP series 38 - 3 Mths Plan B - Retail Growth Option,,,Close Ended Schemes,Income
105709,ICICI Prudential Mutual Fund,ICICI Prudential FMP series 38 - 3 Mths Plan B - Retail Dividend Option,,,Close Ended Schemes,Income
105710,ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund - Quarterly Interval Plan I - Retail Growth,,,Open Ended Schemes,Income
105711,ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund - Quarterly Interval Plan I - Retail Dividend,,,Open Ended Schemes,Income
105712,ICICI Prudential Mutual Fund,ICICI Prudential FMP series 36 - 18 Mths Plan A - Retail Dividend Option,,,Close Ended Schemes,Income
105713,ICICI Prudential Mutual Fund,ICICI Prudential FMP series 36 - 18 Mths Plan A - Retail Growth Option,,,Close Ended Schemes,Income
105716,DBS Chola Mutual Fund,DBS Chola Fixed Maturity Plan - Series 7 (Quarterly Plan - III) - Dividend Payout,,,Close Ended Schemes,Income
105717,DBS Chola Mutual Fund,DBS Chola Fixed Maturity Plan - Series 7 (Quarterly Plan - III) - Cumulative,,,Close Ended Schemes,Income
105718,Standard Chartered Mutual Fund,Standard Chartered Fixed Maturity Plan - YS9 - Plan A - Dividend,,,Close Ended Schemes,Income
105719,Standard Chartered Mutual Fund,Standard Chartered Fixed Maturity Plan - YS9 - Plan A - Growth,,,Close Ended Schemes,Income
105720,UTI Mutual Fund,UTI Fixed Maturity Plan Yearly Series - April 2007 - Institutional Dividend Option,,,Close Ended Schemes,Income
105721,UTI Mutual Fund,UTI Fixed Maturity Plan Yearly Series April 2007 - Institutional Growth Option,,,Close Ended Schemes,Income
105722,UTI Mutual Fund,UTI Fixed Maturity Plan Yearly Series April 2007 - Dividend Option,,,Close Ended Schemes,Income
105723,UTI Mutual Fund,UTI Fixed Maturity Plan Yearly Series April 2007 - Growth Option,,,Close Ended Schemes,Income
105724,UTI Mutual Fund,UTI Fixed Maturity Plan Quarterly May 2007 Series - I - Institutional Dividend Option,,,Close Ended Schemes,Income
105725,UTI Mutual Fund,UTI Fixed Maturity Plan Quarterly May 2007 Series - I - Institutional Growth Option,,,Close Ended Schemes,Income
105726,UTI Mutual Fund,UTI Fixed Maturity Plan Quarterly May 2007 Series - I - Dividend Option,,,Close Ended Schemes,Income
105727,UTI Mutual Fund,UTI Fixed Maturity Plan Quarterly May 2007 Series - I - Growth Option,,,Close Ended Schemes,Income
105728,Tata Mutual Fund,Tata SIP Fund - Scheme II - Growth,,,Close Ended Schemes,Income
105729,Tata Mutual Fund,Tata SIP Fund - Scheme II - Dividend,,,Close Ended Schemes,Income
105730,Invesco Mutual Fund,Religare FMP-3M-Sr-VIII-Dividend Reinvestment,,,Close Ended Schemes,Income
105731,Invesco Mutual Fund,Religare FMP-3M-Sr-VIII-Growth,,,Close Ended Schemes,Income
105732,SBI Mutual Fund,SBI DEBT FUND SERIES -180 DAYS-7-GROWTH  (08/05/07),,,Close Ended Schemes,Income
105733,SBI Mutual Fund,SBI DEBT FUND SERIES -180 DAYS-7-DIVIDEND  (08/05/07),,,Close Ended Schemes,Income
105734,Aditya Birla Sun Life Mutual Fund,BIRLA FTP-QUARTERLY SERIES 15 - GROWTH,,,Close Ended Schemes,Income
105735,Aditya Birla Sun Life Mutual Fund,BIRLA FTP-QUARTERLY SERIES 15 -DIVIDEND,,,Close Ended Schemes,Income
105736,SBI Mutual Fund,Z-REDEEMED-SBI Debt Fund Series - 24 Months -1-Growth (10/05/07),,,Close Ended Schemes,Income
105737,SBI Mutual Fund,Z-REDEEMED-SBI Debt Fund Series - 24 Months -1- Dividend (10/05/07),,,Close Ended Schemes,Income
105738,DBS Chola Mutual Fund,DBS Chola Freedom Income -Short Term Fund-Daily Dividend Re-investment Plan,,,Open Ended Schemes,Income
105739,ABN  AMRO Mutual Fund,ABN AMRO Fixed Term Plan - Series 7 : Quarterly Plan D -Growth Option,,,Close Ended Schemes,Income
105740,ABN  AMRO Mutual Fund,ABN AMRO Fixed Term Plan - Series 7 : Quarterly Plan D -Monthly Dividend Option,,,Close Ended Schemes,Income
105741,ABN  AMRO Mutual Fund,ABN AMRO Fixed Term Plan - Series 7 : Quarterly Plan D -Dividend on Maturity Option,,,Close Ended Schemes,Income
105742,ABN  AMRO Mutual Fund,ABN AMRO Flexible Short Term Plan - Series A - Regular Plan - Growth Option - Compulsory Renewal,,,Open Ended Schemes,Income
105743,ABN  AMRO Mutual Fund,ABN AMRO Flexible Short Term Plan - Series A - Regular Plan - Quarterly Dividend Option- Compulsory Renewal,,,Open Ended Schemes,Income
105744,ABN  AMRO Mutual Fund,ABN AMRO Flexible Short Term Plan - Series A - Regular Plan - Monthly Dividend Option- Compulsory Renewal,,,Open Ended Schemes,Income
105745,Kotak Mahindra Mutual Fund,Kotak FMP 3M Series 17 - Growth,,,Close Ended Schemes,Income
105746,Kotak Mahindra Mutual Fund,Kotak FMP 3M Series 17 - Dividend,,,Close Ended Schemes,Income
105747,Kotak Mahindra Mutual Fund,Kotak FMP 15M Series 3 Retail Plan - Growth,,,Close Ended Schemes,Income
105748,Kotak Mahindra Mutual Fund,Kotak FMP 15M Series 3 Institutional Plan - Growth,,,Close Ended Schemes,Income
105750,Kotak Mahindra Mutual Fund,Kotak FMP 15M Series 3 Retail Plan - Dividend,,,Close Ended Schemes,Income
105751,Kotak Mahindra Mutual Fund,Kotak FMP 3M Series 18 - Dividend,,,Close Ended Schemes,Income
105752,Kotak Mahindra Mutual Fund,Kotak FMP 3M Series 18 - Growth,,,Close Ended Schemes,Income
105753,Canara Robeco Mutual Fund,Canfixed Maturity Plan Series 3M - SRI (Dividend Option),,,Close Ended Schemes,Income
105754,Canara Robeco Mutual Fund,Canfixed Maturity Plan Series 3M - SRI (Growth Option),,,Close Ended Schemes,Income
105757,HDFC Mutual Fund,HDFC Mid Cap Fund - Regular Plan - IDCW Option,INF179K01CS0,INF179K01CT8,Open Ended Schemes,Equity Scheme - Mid Cap Fund
105758,HDFC Mutual Fund,HDFC Mid Cap Fund - Regular Plan - Growth Option,INF179K01CR2,,Open Ended Schemes,Equity Scheme - Mid Cap Fund
105759,HDFC Mutual Fund,HDFC QUARTERLY INTERVAL FUND - PLAN C - WHOLESALE PLAN - Growth Option,,,Close Ended Schemes,Income
105760,HDFC Mutual Fund,HDFC QUARTERLY INTERVAL FUND - PLAN C -WHOLESALE PLAN - Dividend Option,,,Close Ended Schemes,Income
105761,HDFC Mutual Fund,HDFC QUARTERLY INTERVAL FUND - PLAN C - RETAIL PLAN -Growth Option,,,Close Ended Schemes,Income
105762,HDFC Mutual Fund,HDFC QUARTERLY INTERVAL FUND - PLAN C - RETAIL PLAN - Dividend Option,,,Close Ended Schemes,Income
105763,HSBC Mutual Fund,HSBC Fixed Term Series 28 - Regular - Growth,,,Close Ended Schemes,Income
105764,HSBC Mutual Fund,HSBC Fixed Term Series 28 - Inst. - Dividend,,,Close Ended Schemes,Income
105765,HSBC Mutual Fund,HSBC Fixed Term Series 28 - Regular - Dividend,,,Close Ended Schemes,Income
105766,HSBC Mutual Fund,HSBC Fixed Term Series 28 - Inst. - Growth,,,Close Ended Schemes,Income
105767,HSBC Mutual Fund,HSBC Fixed Term Series 29 - Regular - Growth,,,Close Ended Schemes,Income
105768,HSBC Mutual Fund,HSBC Fixed Term Series 29 - Inst. - Dividend,,,Close Ended Schemes,Income
105769,HSBC Mutual Fund,HSBC Fixed Term Series 29 - Regular - Dividend,,,Close Ended Schemes,Income
105770,HSBC Mutual Fund,HSBC Fixed Term Series 29 - Inst. - Growth,,,Close Ended Schemes,Income
105771,Franklin Templeton Mutual Fund,Templeton Fixed Horizon Fund - Series II - Plan A - Retail - Growth,,,Close Ended Schemes,Income
105772,Franklin Templeton Mutual Fund,Templeton Fixed Horizon Fund - Series II - Plan A - Retail - Dividend,,,Close Ended Schemes,Income
105774,Franklin Templeton Mutual Fund,Templeton Fixed Horizon Fund - Series II - Plan A - Institutional - Growth,,,Close Ended Schemes,Income
105775,Standard Chartered Mutual Fund,Standard Chartered Fixed Maturity Plan - QS 13-Plan A-Growth,,,Close Ended Schemes,Income
105776,Standard Chartered Mutual Fund,Standard Chartered Fixed Maturity Plan - QS 13-Plan A-Dividend,,,Close Ended Schemes,Income
105777,ING Mutual Fund,ING Fixed Maturity Fund- Series XXIII - Growth Option,,,Close Ended Schemes,Income
105778,ING Mutual Fund,ING Fixed Maturity Fund- Series XXIII - Dividend Option,,,Close Ended Schemes,Income
105779,ABN  AMRO Mutual Fund,ABN AMRO Flexible Short Term Plan - Series A - Regular Plan - Monthly Dividend Option- Compulsory Redemption,,,Open Ended Schemes,Income
105780,ABN  AMRO Mutual Fund,ABN AMRO Flexible Short Term Plan - Series A - Regular Plan - Quarterly Dividend Option- Compulsory Redemption,,,Open Ended Schemes,Income
105781,ABN  AMRO Mutual Fund,ABN AMRO Flexible Short Term Plan - Series A - Regular Plan - Growth Option - Compulsory Redemption,,,Open Ended Schemes,Income
105782,ABN  AMRO Mutual Fund,ABN AMRO FLEXIBLE SHORT TERM PLAN - SERIES B - Regular Plan - Growth Option - Compulsory Renewal,,,Open Ended Schemes,Income
105783,ABN  AMRO Mutual Fund,ABN AMRO FLEXIBLE SHORT TERM PLAN - SERIES B - Regular Plan - Monthly Dividend Option - Compulsory Renewal,,,Open Ended Schemes,Income
105784,ABN  AMRO Mutual Fund,ABN AMRO FLEXIBLE SHORT TERM PLAN - SERIES B - Regular Plan - Quarterly Dividend Option - Compulsory Renewal,,,Open Ended Schemes,Income
105785,ABN  AMRO Mutual Fund,ABN AMRO FLEXIBLE SHORT TERM PLAN - SERIES B - Regular Plan - Monthly Dividend Option - Compulsory Redemption,,,Open Ended Schemes,Income
105786,ABN  AMRO Mutual Fund,ABN AMRO FLEXIBLE SHORT TERM PLAN - SERIES B - Regular Plan - Quarterly Dividend Option - Compulsory Redemption,,,Open Ended Schemes,Income
105787,ABN  AMRO Mutual Fund,ABN AMRO FLEXIBLE SHORT TERM PLAN - SERIES B - Regular Plan - Growth Option - Compulsory Redemption,,,Open Ended Schemes,Income
105788,Aditya Birla Sun Life Mutual Fund,BIRLA FTP-QUARTERLY SERIES 16 - DIVIDEND,,,Close Ended Schemes,Income
105789,Aditya Birla Sun Life Mutual Fund,BIRLA FTP-QUARTERLY SERIES 16 - GROWTH,,,Close Ended Schemes,Income
105790,JM Financial Mutual Fund,JM Fixed Maturity Fund - Series V - Quarterly plan 4 (JM FMF - V - Q4) - Regular plan - Growth option,,,Close Ended Schemes,Income
105791,JM Financial Mutual Fund,JM Fixed Maturity Fund - Series V - Quarterly plan 4 (JM FMF - V - Q4) - Institutional plan - Dividend option,,,Close Ended Schemes,Income
105792,JM Financial Mutual Fund,JM Fixed Maturity Fund - Series V - Quarterly plan 4 (JM FMF - V - Q4) - Institutional plan - Growth option,,,Close Ended Schemes,Income
105793,JM Financial Mutual Fund,JM Fixed Maturity Fund - Series V - Quarterly plan 4 (JM FMF - V - Q4) - Regular plan - Dividend option,,,Close Ended Schemes,Income
105794,Reliance Mutual Fund,Reliance Fixed Horizon Fund-III Annual Plan -Series-VI-Retail Plan-Grwoth Option,,,Close Ended Schemes,Income
105795,Reliance Mutual Fund,Reliance Fixed Horizon Fund-III Annual Plan -Series-VI-Institutional Pln-Growth Option,,,Close Ended Schemes,Income
105796,Reliance Mutual Fund,Reliance Fixed Horizon Fund-III Annual Plan -Series-VI-Retail Plan-Dividend Option,,,Close Ended Schemes,Income
105797,Reliance Mutual Fund,Reliance Fixed Horizon Fund-III Annual Plan -Series-VI-Institutional Pln-Dividend Option,,,Close Ended Schemes,Income
105798,ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund - Monthly Interval Plan II - Retail Growth,,,Open Ended Schemes,Income
105799,ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund - Monthly Interval Plan II - Retail Dividend,,,Open Ended Schemes,Income
105800,ICICI Prudential Mutual Fund,ICICI Prudential FMP series 38 - 3 Mths Plan C - Retail Dividend Option,,,Close Ended Schemes,Income
105801,ICICI Prudential Mutual Fund,ICICI Prudential FMP series 38 - 3 Mths Plan C - Retail Growth Option,,,Close Ended Schemes,Income
105802,Fidelity Mutual Fund,Fidelity International Opportunities Fund - Growth Option,,,Open Ended Schemes,Income
105803,Fidelity Mutual Fund,Fidelity International Opportunities Fund - Dividend Option,,,Open Ended Schemes,Income
105804,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Small Cap Fund - Regular Plan - GROWTH,INF209K01EN2,,Open Ended Schemes,Equity Scheme - Small Cap Fund
105805,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Small Cap Fund - Regular Plan - IDCW,INF209K01EO0,INF209K01EP7,Open Ended Schemes,Equity Scheme - Small Cap Fund
105806,Aditya Birla Sun Life Mutual Fund,Birla Fixed Term Plan - Series W - INSTITUTIONAL DIVIDEND,,,Close Ended Schemes,Income
105807,Aditya Birla Sun Life Mutual Fund,Birla Fixed Term Plan - Series W - INSTITUTIONAL GROWTH,,,Close Ended Schemes,Income
105808,Aditya Birla Sun Life Mutual Fund,Birla Fixed Term Plan - Series W - RETAIL GROWTH,,,Close Ended Schemes,Income
105809,Aditya Birla Sun Life Mutual Fund,Birla Fixed Term Plan - Series W - RETAIL DIVIDEND,,,Close Ended Schemes,Income
105810,Deutsche Mutual Fund,DWS FIXED TERM FUND SERIES 32-INST GR,,,Close Ended Schemes,Income
105811,Deutsche Mutual Fund,DWS FIXED TERM FUND SERIES 32-INST DIV,,,Close Ended Schemes,Income
105812,Deutsche Mutual Fund,DWS FIXED TERM FUND SERIES 32-REG GR,,,Close Ended Schemes,Income
105813,Deutsche Mutual Fund,DWS FIXED TERM FUND SERIES 32-REG DIV,,,Close Ended Schemes,Income
105814,Deutsche Mutual Fund,DWS FIXED TERM FUND SERIES 36- Gr,,,Close Ended Schemes,Income
105815,Deutsche Mutual Fund,DWS FIXED TERM FUND SERIES 36- Div,,,Close Ended Schemes,Income
105816,Franklin Templeton Mutual Fund,Franklin India Focused Equity Fund - Regular Plan - IDCW,INF090I01965,INF090I01973,Open Ended Schemes,Equity Scheme - Focused Fund
105817,Franklin Templeton Mutual Fund,Franklin India Focused Equity Fund - Regular Plan - Growth,INF090I01981,,Open Ended Schemes,Equity Scheme - Focused Fund
105818,Kotak Mahindra Mutual Fund,Kotak FMP 3M Series 19 - Dividend,,,Close Ended Schemes,Income
