SchemeCode,AMC,SchemeName,ISIN,SchemeType,Category,SubCategory,PlanType,PlanOption,IDCW_Frequency
127735,Nippon India Mutual Fund,Reliance Fixed Horizon Fund - XXV - Series 30,INF204KA1JR1,Close Ended,Income,Income,Other,Other,
127737,Sundaram Mutual Fund,Sundaram Fixed Term Plan FF Direct Plan Growth,,Close Ended,Income,Income,Direct,Growth,
127740,Sundaram Mutual Fund,Sundaram Fixed Term Plan FF Regular Plan Growth,,Close Ended,Income,Income,Regular,Growth,
127754,HDFC Mutual Fund,HDFC FMP 371D February 2014 (2) - Direct Option-Dividend Option,,Close Ended,Income,Income,Direct,IDCW,
127755,HDFC Mutual Fund,HDFC FMP 371D February 2014 (2) - Direct Option-Flexi Option,,Close Ended,Income,Income,Direct,Other,
127756,HDFC Mutual Fund,HDFC FMP 371D February 2014 (2) - Direct Option-Growth Option,,Close Ended,Income,Income,Direct,Growth,
127757,HDFC Mutual Fund,HDFC FMP 371D February 2014 (2) - Regular Option-Flexi Option,,Close Ended,Income,Income,Regular,Other,
127758,HDFC Mutual Fund,HDFC FMP 371D February 2014 (2) - Regular Option-Growth Option,,Close Ended,Income,Income,Regular,Growth,
127759,HDFC Mutual Fund,HDFC FMP 371D February 2014 (2) - Regular Option-Quarterly Dividend Option,,Close Ended,Income,Income,Regular,IDCW,Quarterly
127760,HDFC Mutual Fund,HDFC FMP 371D February 2014 (2) - Direct Option-Quarterly Dividend Option,,Close Ended,Income,Income,Direct,IDCW,Quarterly
127761,HDFC Mutual Fund,HDFC FMP 371D February 2014 (2) - Regular Option-Dividend Option,,Close Ended,Income,Income,Regular,IDCW,
127762,HDFC Mutual Fund,HDFC FMP 434D February 2014 (1)-Regular Option-Dividend Option,,Close Ended,Income,Income,Regular,IDCW,
127763,HDFC Mutual Fund,HDFC FMP 434D February 2014 (1)-Regular Option-Quarterly Dividend Option,,Close Ended,Income,Income,Regular,IDCW,Quarterly
127764,HDFC Mutual Fund,HDFC FMP 434D February 2014 (1)-Regular Option-Flexi Option,,Close Ended,Income,Income,Regular,Other,
127765,HDFC Mutual Fund,HDFC FMP 434D February 2014 (1)-Direct Option-Growth Option,,Close Ended,Income,Income,Direct,Growth,
127766,HDFC Mutual Fund,HDFC FMP 434D February 2014 (1)-Direct Option-Dividend Option,,Close Ended,Income,Income,Direct,IDCW,
127767,HDFC Mutual Fund,HDFC FMP 434D February 2014 (1)-Regular Option-Growth Option,,Close Ended,Income,Income,Regular,Growth,
127768,HDFC Mutual Fund,HDFC FMP 434D February 2014 (1)-Direct Option-Quarterly Dividend Option,,Close Ended,Income,Income,Direct,IDCW,Quarterly
127769,HDFC Mutual Fund,HDFC FMP 434D February 2014 (1)-Direct Option-Flexi Option,,Close Ended,Income,Income,Direct,Other,
127778,IDFC Mutual Fund,IDFC FTP S-81(729 Days)_Direct Plan_Growth,,Close Ended,Income,Income,Direct,Growth,
127779,IDFC Mutual Fund,IDFC FTP S-81(729 Days)_Regular Plan_Growth,,Close Ended,Income,Income,Regular,Growth,
127782,IDFC Mutual Fund,IDFC FTP S-81(729 Days)_Regular Plan_Periodic Dividened,,Close Ended,Income,Income,Regular,Other,
127784,IDFC Mutual Fund,IDFC FTP S-81(729 Days)_Direct Plan_Quaterly Dividend,,Close Ended,Income,Income,Direct,IDCW,
127792,Axis Mutual Fund,Axis Fixed Term Plan - Series 59 (391 Days) - Regular Plan - Dividend,,Close Ended,Income,Income,Regular,IDCW,
127793,Axis Mutual Fund,Axis Fixed Term Plan - Series 59 (391 Days) - Regular Plan - Quarterly Dividend,,Close Ended,Income,Income,Regular,IDCW,Quarterly
127796,Axis Mutual Fund,Axis Fixed Term Plan - Series 59 (391 Days) - Regular Plan - Growth,,Close Ended,Income,Income,Regular,Growth,
127797,Axis Mutual Fund,Axis Fixed Term Plan - Series 59 (391 Days) - Direct Plan - Growth,,Close Ended,Income,Income,Direct,Growth,
127798,IDFC Mutual Fund,IDFC FTP S -82(91 Days)_Direct Plan_Growth,,Close Ended,Income,Income,Direct,Growth,
127799,IDFC Mutual Fund,IDFC FTP S -82(91 Days)_Regular Plan_Growth,,Close Ended,Income,Income,Regular,Growth,
127800,IDFC Mutual Fund,IDFC FTP S -82(91 Days)_Direct Plan_Periodic Dividend,,Close Ended,Income,Income,Direct,IDCW,
127801,IDFC Mutual Fund,IDFC FTP S -82(91 Days)_Regular Plan_Periodic Dividend,,Close Ended,Income,Income,Regular,IDCW,
127803,Baroda Pioneer Mutual Fund,Baroda Pioneer Fixed Maturity Plan Series L- Plan A- Growth,,Close Ended,Income,Income,Other,Growth,
127804,Baroda Pioneer Mutual Fund,Baroda Pioneer Fixed Maturity Plan Series L -Plan B (Direct)- Growth,,Close Ended,Income,Income,Direct,Growth,
127805,Baroda Pioneer Mutual Fund,Baroda Pioneer Fixed Maturity Plan Series L- Plan A- Dividend Payout,,Close Ended,Income,Income,Other,IDCW,
127806,Kotak Mahindra Mutual Fund,Kotak FMP Series 143 (370 Days),INF174K01J06,Close Ended,Income,Income,Other,Other,
127807,Kotak Mahindra Mutual Fund,Kotak FMP Series 143 (370 Days),INF174K01J22,Close Ended,Income,Income,Other,Other,
127808,Kotak Mahindra Mutual Fund,Kotak FMP Series 143 (370 Days),INF174K01J14,Close Ended,Income,Income,Other,Other,
127809,Kotak Mahindra Asset Management Company Limited.,Kotak FMP Series 143 (370 Days) - Direct Dividend,,Close Ended,Income,Income,Direct,IDCW,
127818,UTI Mutual Fund,UTI FTIF Series XVII -XVI (367 DAYS)-Flexi Div Option - Direct,,Close Ended,Income,Income,Direct,Other,
127820,UTI Mutual Fund,UTI FTIF Series XVII -XVI (367 DAYS)-Annual Div Option - Direct,,Close Ended,Income,Income,Direct,Other,
127821,UTI Mutual Fund,UTI FTIF Series XVII -XVI (367 DAYS)-Quarterly Div Option,,Close Ended,Income,Income,Other,Other,
127822,UTI Mutual Fund,UTI FTIF Series XVII -XVI (367 DAYS)-Quarterly Div Option - Direct,,Close Ended,Income,Income,Direct,Other,
127823,UTI Mutual Fund,UTI FTIF Series XVII -XVI (367 DAYS)-Maturity Div Option,,Close Ended,Income,Income,Other,Other,
127824,UTI Mutual Fund,UTI FTIF Series XVII -XVI (367 DAYS)- Maturity Div Option - Direct,,Close Ended,Income,Income,Direct,Other,
127825,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series KI (1133 days) - Direct Plan-Normal Dividend,,Close Ended,Income,Income,Direct,IDCW,
127827,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series KI (1133 days) - Direct Plan-Growth,,Close Ended,Income,Income,Direct,Growth,
127829,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series KI (1133 days) - Regular Plan-Quarterly Dividend,,Close Ended,Income,Income,Regular,IDCW,Quarterly
127830,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series KI (1133 days) - Regular Plan-Growth,,Close Ended,Income,Income,Regular,Growth,
127833,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series KJ (1499 days) - Direct Plan-Growth,,Close Ended,Income,Income,Direct,Growth,
127834,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series KJ (1499 days) - Regular Plan-Quarterly Dividend,,Close Ended,Income,Income,Regular,IDCW,Quarterly
127835,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series KJ (1499 days) - Regular Plan-Growth,,Close Ended,Income,Income,Regular,Growth,
127836,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series KJ (1499 days) - Regular Plan-Normal Dividend,,Close Ended,Income,Income,Regular,IDCW,
127837,JPMorgan Mutual Fund,JPMorgan India Fixed Maturity Plan - Series 33 - Direct Plan - Growth Option,,Close Ended,Income,Income,Direct,Growth,
127839,JPMorgan Mutual Fund,JPMorgan India Fixed Maturity Plan - Series 33 - Regular Plan - Growth Option,,Close Ended,Income,Income,Regular,Growth,
127840,JPMorgan Mutual Fund,JPMorgan India Fixed Maturity Plan - Series 33 - Regular Plan - Dividend Option,,Close Ended,Income,Income,Regular,IDCW,
127841,Nippon India Mutual Fund,Reliance Fixed Horizon Fund - XXV - Series 31,INF204KA1JU5,Close Ended,Income,Income,Other,Other,
127842,Nippon Life India Asset Management Limited,Reliance Fixed Horizon Fund - XXV - Series 31 - Direct Plan - Dividend Payout Option,,Close Ended,Income,Income,Direct,IDCW,
127843,Nippon India Mutual Fund,Reliance Fixed Horizon Fund - XXV - Series 31,INF204KA1JT7,Close Ended,Income,Income,Other,Other,
127844,Nippon India Mutual Fund,Reliance Fixed Horizon Fund - XXV - Series 31,INF204KA1JV3,Close Ended,Income,Income,Other,Other,
127845,L&T Mutual Fund,L&T FMP Series X - Plan L (367 days) - Regular Plan - Growth Option,,Close Ended,Income,Income,Regular,Growth,
127846,L&T Mutual Fund,L&T FMP Series X - Plan L (367 days) - Direct Plan - Dividend (Payout) Option,,Close Ended,Income,Income,Direct,IDCW,
127847,L&T Mutual Fund,L&T FMP Series X - Plan L (367 days) - Direct Plan - Growth Option,,Close Ended,Income,Income,Direct,Growth,
127848,L&T Mutual Fund,L&T FMP Series X - Plan L (367 days) - Regular Plan - Dividend (Payout) Option,,Close Ended,Income,Income,Regular,IDCW,
127849,Bank of India Mutual Fund,BANK OF INDIA BALANCED ADVANTAGE FUND,INF761K01BR9,Open Ended,Hybrid,Dynamic Asset Allocation or Balanced Advantage,Other,Other,
127850,Bank of India Mutual Fund,BANK OF INDIA BALANCED ADVANTAGE FUND,INF761K01BO6,Open Ended,Hybrid,Dynamic Asset Allocation or Balanced Advantage,Other,Other,
127851,Bank of India Mutual Fund,BANK OF INDIA BALANCED ADVANTAGE FUND,INF761K01BP3,Open Ended,Hybrid,Dynamic Asset Allocation or Balanced Advantage,Other,Other,
127852,Bank of India Mutual Fund,BANK OF INDIA BALANCED ADVANTAGE FUND,INF761K01BM0,Open Ended,Hybrid,Dynamic Asset Allocation or Balanced Advantage,Other,Other,
127854,DSP Mutual Fund,DSP BlackRock FMP - Series 151 - 12M (Maturity Date 19-Jun-2017) - Direct Plan - Dividend Payout - Regular Payout,,Close Ended,Income,Income,Direct,IDCW,
127855,DSP Mutual Fund,DSP BlackRock FMP - Series 151 - 12M (Maturity Date 19-Jun-2017) - Direct Plan - Growth,,Close Ended,Income,Income,Direct,Growth,
127856,DSP Mutual Fund,DSP BlackRock FMP - Series 151 - 12M (Maturity Date 19-Jun-2017) - Regular Plan - Dividend Payout - Quarterly Payout,,Close Ended,Income,Income,Regular,IDCW,Quarterly
127857,DSP Mutual Fund,DSP BlackRock FMP - Series 151 - 12M (Maturity Date 19-Jun-2017) - Regular Plan - Dividend Payout - Regular Payout,,Close Ended,Income,Income,Regular,IDCW,
127858,DSP Mutual Fund,DSP BlackRock FMP - Series 151 - 12M (Maturity Date 19-Jun-2017) - Regular Plan - Growth,,Close Ended,Income,Income,Regular,Growth,
127859,L&T Mutual Fund,L&T FMP Series X - Plan M (1520 days) - Direct Plan - Dividend,,Close Ended,Income,Income,Direct,IDCW,
127860,L&T Mutual Fund,L&T FMP Series X - Plan M (1520 days) - Regular Plan - Dividend (Payout) Option,,Close Ended,Income,Income,Regular,IDCW,
127861,L&T Mutual Fund,L&T FMP Series X - Plan M (1520 days) - Regular Plan - Growth,,Close Ended,Income,Income,Regular,Growth,
127862,L&T Mutual Fund,L&T FMP Series X - Plan M (1520 days) - Direct Plan - Growth,,Close Ended,Income,Income,Direct,Growth,
127863,IDFC Mutual Fund,IDFC FTP S-78(1096 Days)_Direct Plan_Growth,,Close Ended,Income,Income,Direct,Growth,
127864,IDFC Mutual Fund,IDFC FTP S-78(1096 Days)_Regular Plan_Growth,,Close Ended,Income,Income,Regular,Growth,
127871,Tata Mutual Fund,Tata FMP Series 46 Scheme Q - Plan A -Growth Option,,Close Ended,Income,Income,Other,Growth,
127872,Tata Mutual Fund,Tata FMP Series 46 Scheme Q - Direct Plan -Growth Option,,Close Ended,Income,Income,Direct,Growth,
127873,Tata Mutual Fund,Tata FMP Series 46 Scheme Q - Plan A -Dividend Option ( Payout),,Close Ended,Income,Income,Other,IDCW,
127874,Tata Mutual Fund,Tata FMP Series 46 Scheme Q - Direct Plan - Dividend Option ( Payout),,Close Ended,Income,Income,Direct,IDCW,
127875,L&T Mutual Fund,L&T FMP Series X - Plan N (367 days) - Direct Plan - Dividend (Payout) Option,,Close Ended,Income,Income,Direct,IDCW,
127877,L&T Mutual Fund,L&T FMP Series X - Plan N (367 days) - Regular Plan - Growth Option,,Close Ended,Income,Income,Regular,Growth,
127878,L&T Mutual Fund,L&T FMP Series X - Plan N (367 days) - Direct Plan - Growth Option,,Close Ended,Income,Income,Direct,Growth,
127880,Deutsche Mutual Fund,DWS FIXED MATURITY PLAN - SERIES 53 - DIRECT PLAN -GROWTH,,Close Ended,Income,Income,Direct,Growth,
127881,Deutsche Mutual Fund,DWS FIXED MATURITY PLAN - SERIES 53 - DIRECT PLAN -QUARTERLY DIVIDEND,,Close Ended,Income,Income,Direct,IDCW,Quarterly
127882,Deutsche Mutual Fund,DWS FIXED MATURITY PLAN - SERIES 53 - REGULAR PLAN -GROWTH,,Close Ended,Income,Income,Regular,Growth,
127886,Axis Mutual Fund,Axis Fixed Term Plan - Series 56 (370 Days) - Regular Plan - Growth,,Close Ended,Income,Income,Regular,Growth,
127887,Axis Mutual Fund,Axis Fixed Term Plan - Series 56 (370 Days) - Direct Plan - Growth,,Close Ended,Income,Income,Direct,Growth,
127890,Axis Mutual Fund,Axis Fixed Term Plan - Series 56 (370 Days) - Regular Plan - Dividend,,Close Ended,Income,Income,Regular,IDCW,
127891,Axis Mutual Fund,Axis Fixed Term Plan - Series 56 (370 Days) - Regular Plan - Quarterly Dividend,,Close Ended,Income,Income,Regular,IDCW,Quarterly
127892,Axis Mutual Fund,Axis Fixed Term Plan - Series 60 (389 Days) - Regular Plan - Growth,,Close Ended,Income,Income,Regular,Growth,
127893,Axis Mutual Fund,Axis Fixed Term Plan - Series 60 (389 Days) - Regular Plan - Dividend,,Close Ended,Income,Income,Regular,IDCW,
127894,Axis Mutual Fund,Axis Fixed Term Plan - Series 60 (389 Days) - Direct Plan - Growth,,Close Ended,Income,Income,Direct,Growth,
127897,Axis Mutual Fund,Axis Fixed Term Plan - Series 60 (389 Days) - Regular Plan - Quarterly Dividend,,Close Ended,Income,Income,Regular,IDCW,Quarterly
127898,LIC Mutual Fund,LIC MF RAJIV GANDHI EQUITY SAVINGS SCHEME 2- DIRECT PLAN - DIVIDEND PAYOUT,,Close Ended,Income,Income,Direct,IDCW,
127899,LIC Mutual Fund,LIC MF RAJIV GANDHI EQUITY SAVINGS SCHEME 2- DIRECT PLAN - GROWTH,,Close Ended,Income,Income,Direct,Growth,
127900,LIC Mutual Fund,LIC MF RAJIV GANDHI EQUITY SAVINGS SCHEME 2- REGULAR PLAN - GROWTH,,Close Ended,Income,Income,Regular,Growth,
127901,LIC Mutual Fund,LIC MF RAJIV GANDHI EQUITY SAVINGS SCHEME 2- REGULAR PLAN - DIVIDEND PAYOUT,,Close Ended,Income,Income,Regular,IDCW,
127906,IDBI Mutual Fund,IDBI FMP - Series IV - 387 Days (March 2014) - G Dividend Direct,,Close Ended,Income,Income,Direct,IDCW,
127907,IDBI Mutual Fund,IDBI FMP - Series IV - 387 Days (March 2014) - G Dividend Regular,,Close Ended,Income,Income,Regular,IDCW,
127908,IDBI Mutual Fund,IDBI FMP - Series IV - 387 Days (March 2014) - G Growth Direct,,Close Ended,Income,Income,Direct,Growth,
127909,IDBI Mutual Fund,IDBI FMP - Series IV - 387 Days (March 2014) - G Growth Regular,,Close Ended,Income,Income,Regular,Growth,
127910,Nippon India Mutual Fund,Reliance Fixed Horizon Fund - XXVI - Series 1,INF204KA1JX9,Close Ended,Income,Income,Other,Other,
127911,Nippon India Mutual Fund,Reliance Fixed Horizon Fund - XXVI - Series 1,INF204KA1JZ4,Close Ended,Income,Income,Other,Other,
127912,Nippon India Mutual Fund,Reliance Fixed Horizon Fund - XXVI - Series 1,INF204KA1JY7,Close Ended,Income,Income,Other,Other,
127913,Nippon India Mutual Fund,Reliance Fixed Horizon Fund - XXVI - Series 1,INF204KA1KA5,Close Ended,Income,Income,Other,Other,
127914,Union Mutual Fund,Union KBC Fixed Maturity Plan - Series 10 - Regular Plan - Dividend Payout Option,,Close Ended,Income,Income,Regular,IDCW,
127915,Union Mutual Fund,Union KBC Fixed Maturity Plan - Series 10 - Direct Plan - Growth Option,,Close Ended,Income,Income,Direct,Growth,
127916,Union Mutual Fund,Union KBC Fixed Maturity Plan - Series 10 - Direct Plan - Dividend Payout Option,,Close Ended,Income,Income,Direct,IDCW,
127917,Union Mutual Fund,Union KBC Fixed Maturity Plan - Series 10 - Regular Plan - Growth Option,,Close Ended,Income,Income,Regular,Growth,
127918,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Focused Equity Fund - Series 2 - Direct Plan-Dividend,,Close Ended,Income,Income,Direct,IDCW,
127919,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Focused Equity Fund - Series 2 - Direct Plan-Growth,,Close Ended,Income,Income,Direct,Growth,
127920,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Focused Equity Fund - Series 2 - Regular Plan-Dividend,,Close Ended,Income,Income,Regular,IDCW,
127921,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Focused Equity Fund - Series 2 - Regular Plan-Growth,,Close Ended,Income,Income,Regular,Growth,
127922,HDFC Mutual Fund,HDFC FMP 370D March 2014 (1)-Regular Option-Dividend Option,,Close Ended,Income,Income,Regular,IDCW,
127923,HDFC Mutual Fund,HDFC FMP 370D March 2014 (1)-Regular Option-Quarterly Dividend Option,,Close Ended,Income,Income,Regular,IDCW,Quarterly
127924,HDFC Mutual Fund,HDFC FMP 370D March 2014 (1)-Direct Option-Growth Option,,Close Ended,Income,Income,Direct,Growth,
127925,HDFC Mutual Fund,HDFC FMP 370D March 2014 (1)-Direct Option-Dividend Option,,Close Ended,Income,Income,Direct,IDCW,
127926,HDFC Mutual Fund,HDFC FMP 370D March 2014 (1)-Direct Option-Quarterly Dividend Option,,Close Ended,Income,Income,Direct,IDCW,Quarterly
127927,HDFC Mutual Fund,HDFC FMP 370D March 2014 (1)-Direct Option-Flexi Option,,Close Ended,Income,Income,Direct,Other,
127928,HDFC Mutual Fund,HDFC FMP 370D March 2014 (1)-Regular Option-Growth Option,,Close Ended,Income,Income,Regular,Growth,
127929,HDFC Mutual Fund,HDFC FMP 370D March 2014 (1)-Regular Option-Flexi Option,,Close Ended,Income,Income,Regular,Other,
127930,HDFC Mutual Fund,HDFC FMP 435D March 2014 (1)-Direct Option-Quarterly Dividend Option,,Close Ended,Income,Income,Direct,IDCW,Quarterly
127931,HDFC Mutual Fund,HDFC FMP 435D March 2014 (1)-Regular Option-Growth Option,,Close Ended,Income,Income,Regular,Growth,
127932,HDFC Mutual Fund,HDFC FMP 435D March 2014 (1)-Regular Option-Dividend Option,,Close Ended,Income,Income,Regular,IDCW,
127933,HDFC Mutual Fund,HDFC FMP 435D March 2014 (1)-Regular Option-Quarterly Dividend Option,,Close Ended,Income,Income,Regular,IDCW,Quarterly
127934,HDFC Mutual Fund,HDFC FMP 435D March 2014 (1)-Regular Option-Flexi Option,,Close Ended,Income,Income,Regular,Other,
127935,HDFC Mutual Fund,HDFC FMP 435D March 2014 (1)-Direct Option-Growth Option,,Close Ended,Income,Income,Direct,Growth,
127936,HDFC Mutual Fund,HDFC FMP 435D March 2014 (1)-Direct Option-Dividend Option,,Close Ended,Income,Income,Direct,IDCW,
127937,HDFC Mutual Fund,HDFC FMP 435D March 2014 (1)-Direct Option-Flexi Option,,Close Ended,Income,Income,Direct,Other,
127938,IDFC Mutual Fund,IDFC FTP S-79(1170 Days)_Regular Plan_Growth,,Close Ended,Income,Income,Regular,Growth,
127939,IDFC Mutual Fund,IDFC FTP S-79(1170 Days)_Regular Plan_Quaterly Dividend,,Close Ended,Income,Income,Regular,IDCW,
127940,IDFC Mutual Fund,IDFC FTP S-79(1170 Days)_Regular Plan_Periodic Dividend,,Close Ended,Income,Income,Regular,IDCW,
127944,IDFC Mutual Fund,IDFC FTP S-79(1170 Days)_Direct Plan_Growth,,Close Ended,Income,Income,Direct,Growth,
127945,IDFC Mutual Fund,IDFC FTP S-79(1170 Days)_Regular Plan_Half Yearly Dividend,,Close Ended,Income,Income,Regular,IDCW,Annual
127947,IDFC Mutual Fund,IDFC FTP S-83(729 Days)_Direct Plan_Growth,,Close Ended,Income,Income,Direct,Growth,
127950,IDFC Mutual Fund,IDFC FTP S-83(729 Days)_Regular Plan_Growth,,Close Ended,Income,Income,Regular,Growth,
127955,Invesco Mutual Fund,Religare Invesco Fixed Maturity Plan - Series 22 - Plan O (370 Days) - Direct Plan - Growth Option,,Close Ended,Income,Income,Direct,Growth,
127956,Invesco Mutual Fund,Religare Invesco Fixed Maturity Plan - Series 22 - Plan O (370 Days) - Regular Plan - Dividend Payout Option,,Close Ended,Income,Income,Regular,IDCW,
