SchemeCode,AMC,SchemeName,ISIN,ISINdivReinvestment,SchemeType,Category,SchemeNameCleaned,SchemeMinimumAmount,LaunchDate,ClosureDate
111788,Taurus Asset Management Company Limited,Taurus Ethical Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,INF044D01831,INF044D01849,Open Ended,Equity Scheme - Sectoral/ Thematic,Taurus Ethical Fund,Rs. 500 and in multiples of Re 1 thereafter,19-Feb-2009,20-Mar-2009
111903,Taurus Asset Management Company Limited,Taurus Ethical Fund -  Regular Plan - Bonus Option,INF044D01823,,Open Ended,Equity Scheme - Sectoral/ Thematic,Taurus Ethical Fund,Rs. 500 and in multiples of Re 1 thereafter,19-Feb-2009,20-Mar-2009
118876,Taurus Asset Management Company Limited,Taurus Ethical Fund - Direct Plan - Growth,INF044D01CJ0,,Open Ended,Equity Scheme - Sectoral/ Thematic,Taurus Ethical Fund,Rs. 500 and in multiples of Re 1 thereafter,19-Feb-2009,20-Mar-2009
118877,Taurus Asset Management Company Limited,Taurus Ethical Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option,INF044D01CK8,INF044D01CL6,Open Ended,Equity Scheme - Sectoral/ Thematic,Taurus Ethical Fund,Rs. 500 and in multiples of Re 1 thereafter,19-Feb-2009,20-Mar-2009
118878,Taurus Asset Management Company Limited,Taurus Ethical Fund-Direct Plan-Bonus Option #,INF044D01CM4,,Open Ended,Equity Scheme - Sectoral/ Thematic,Taurus Ethical Fund,Rs. 500 and in multiples of Re 1 thereafter,19-Feb-2009,20-Mar-2009
111803,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Medium Term Fund- Growth - Regular Plan,INF209K01603,,Open Ended,Income/Debt Oriented Schemes - Medium Term Fund,Aditya Birla Sun Life Medium Term Fund,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009
111809,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Medium Term Fund- REGULAR - Quarterly IDCW,INF209K01637,INF209KB1OJ2,Open Ended,Income/Debt Oriented Schemes - Medium Term Fund,Aditya Birla Sun Life Medium Term Fund,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009
111811,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Medium Term Fund- REGULAR - HALFYEARLY IDCW,INF209K01595,INF209K01CZ0,Open Ended,Income/Debt Oriented Schemes - Medium Term Fund,Aditya Birla Sun Life Medium Term Fund,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009
111812,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Medium Term Fund - Regular - IDCW,INF209K01611,INF209K01DA1,Open Ended,Income/Debt Oriented Schemes - Medium Term Fund,Aditya Birla Sun Life Medium Term Fund,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009
119538,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Medium Term Fund- Direct - IDCW,INF209KA1KO1,,Open Ended,Income/Debt Oriented Schemes - Medium Term Fund,Aditya Birla Sun Life Medium Term Fund,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009
119539,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Medium Term Fund - Growth - Direct Plan,INF209K01XA9,,Open Ended,Income/Debt Oriented Schemes - Medium Term Fund,Aditya Birla Sun Life Medium Term Fund,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009
119540,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Medium Term Fund- DIRECT - HALF YEARLY IDCW,INF209KA1KN3,,Open Ended,Income/Debt Oriented Schemes - Medium Term Fund,Aditya Birla Sun Life Medium Term Fund,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009
119541,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Medium Term Fund - DIRECT - Quarterly IDCW,INF209KA1KP8,,Open Ended,Income/Debt Oriented Schemes - Medium Term Fund,Aditya Birla Sun Life Medium Term Fund,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009
111881,Canara Robeco Asset Management Company Limited,Canara Robeco Short Term Fund- Institutional Plan - Dividend Reinvestment,,,Open Ended,Income/Debt Oriented Schemes - Medium Term Fund,Canara Robeco Short Term Fund (Old),Regular Plan-Rs.5000,23-Mar-2009,25-Mar-2009
111884,Canara Robeco Asset Management Company Limited,Canara Robeco Short Term Fund- Retail Plan - Dividend Reinvestment,,,Open Ended,Income/Debt Oriented Schemes - Medium Term Fund,Canara Robeco Short Term Fund (Old),Regular Plan-Rs.5000,23-Mar-2009,25-Mar-2009
111935,Edelweiss Asset Management Limited,Edelweiss Large Cap Fund -Plan B - Growth option,INF754K01087,,Open Ended,Equity Scheme - Large Cap Fund,Edelweiss Large Cap Fund,Rs 1000/- & multiples of Re.1/- thereafter,04-May-2009,08-May-2009
111936,Edelweiss Asset Management Limited,Edelweiss Large Cap Fund - Regular Plan - IDCW Option,INF754K01012,INF754K01020,Open Ended,Equity Scheme - Large Cap Fund,Edelweiss Large Cap Fund,Rs 1000/- & multiples of Re.1/- thereafter,04-May-2009,08-May-2009
111937,Edelweiss Asset Management Limited,Edelweiss Large Cap Fund -Plan C - Growth option,INF754K01129,,Open Ended,Equity Scheme - Large Cap Fund,Edelweiss Large Cap Fund,Rs 1000/- & multiples of Re.1/- thereafter,04-May-2009,08-May-2009
111938,Edelweiss Asset Management Limited,Edelweiss Large Cap Fund - Plan B - IDCW Option,INF754K01053,INF754K01061,Open Ended,Equity Scheme - Large Cap Fund,Edelweiss Large Cap Fund,Rs 1000/- & multiples of Re.1/- thereafter,04-May-2009,08-May-2009
111939,Edelweiss Asset Management Limited,Edelweiss Large Cap Fund - Plan C - IDCW Option,INF754K01095,INF754K01103,Open Ended,Equity Scheme - Large Cap Fund,Edelweiss Large Cap Fund,Rs 1000/- & multiples of Re.1/- thereafter,04-May-2009,08-May-2009
111940,Edelweiss Asset Management Limited,Edelweiss Large Cap Fund - Regular Plan - Growth Option,INF754K01046,,Open Ended,Equity Scheme - Large Cap Fund,Edelweiss Large Cap Fund,Rs 1000/- & multiples of Re.1/- thereafter,04-May-2009,08-May-2009
118616,Edelweiss Asset Management Limited,Edelweiss Large Cap Fund - Direct Plan - IDCW Option,INF754K01BT0,INF754K01BU8,Open Ended,Equity Scheme - Large Cap Fund,Edelweiss Large Cap Fund,Rs 1000/- & multiples of Re.1/- thereafter,04-May-2009,08-May-2009
118617,Edelweiss Asset Management Limited,Edelweiss Large Cap Fund - Direct Plan-Growth option,INF754K01BW4,,Open Ended,Equity Scheme - Large Cap Fund,Edelweiss Large Cap Fund,Rs 1000/- & multiples of Re.1/- thereafter,04-May-2009,08-May-2009
111954,SBI Funds Management Limited,SBI Gold ETF,INF200KA16D8,,Open Ended,Other Scheme - Gold ETF,SBI Gold ETF,5000,30-Mar-2009,
111957,ICICI Prudential Asset Management Company Limited,ICICI Prudential Focused Fund - Growth,INF109K01BZ4,,Open Ended,Equity Schemes - Focused Fund,ICICI Prudential Focused Fund,Rs. 5000/- (plus in multiple of Re. 1/-),15-Apr-2009,14-May-2009
111958,ICICI Prudential Asset Management Company Limited,ICICI Prudential Focused Fund - IDCW,INF109K01FM3,INF109K01CA5,Open Ended,Equity Schemes - Focused Fund,ICICI Prudential Focused Fund,Rs. 5000/- (plus in multiple of Re. 1/-),15-Apr-2009,14-May-2009
111960,ICICI Prudential Asset Management Company Limited,ICICI Prudential Target Returns Fund - Retail Growth,,,Open Ended,Equity Schemes - Focused Fund,ICICI Prudential Focused Fund,Rs. 5000/- (plus in multiple of Re. 1/-),15-Apr-2009,14-May-2009
120722,ICICI Prudential Asset Management Company Limited,ICICI Prudential Focused Fund - Direct Plan - Growth,INF109K018N2,,Open Ended,Equity Schemes - Focused Fund,ICICI Prudential Focused Fund,Rs. 5000/- (plus in multiple of Re. 1/-),15-Apr-2009,14-May-2009
120723,ICICI Prudential Asset Management Company Limited,ICICI Prudential Focused Fund - Direct Plan - IDCW,INF109K016N6,INF109K017N4,Open Ended,Equity Schemes - Focused Fund,ICICI Prudential Focused Fund,Rs. 5000/- (plus in multiple of Re. 1/-),15-Apr-2009,14-May-2009
111962,Canara Robeco Asset Management Company Limited,CANARA ROBECO DYNAMIC TERM FUND - REGULAR PLAN - GROWTH OPTION,INF760K01449,,Open Ended,Income/Debt Oriented Schemes - Dynamic Term Fund,Canara Robeco Dynamic Term Fund,Regular Plan-Rs.5000,04-May-2009,20-May-2009
111963,Canara Robeco Asset Management Company Limited,CANARA ROBECO DYNAMIC TERM FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),INF760K01423,INF760K01431,Open Ended,Income/Debt Oriented Schemes - Dynamic Term Fund,Canara Robeco Dynamic Term Fund,Regular Plan-Rs.5000,04-May-2009,20-May-2009
118283,Canara Robeco Asset Management Company Limited,CANARA ROBECO DYNAMIC TERM FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),INF760K01EA1,INF760K01EB9,Open Ended,Income/Debt Oriented Schemes - Dynamic Term Fund,Canara Robeco Dynamic Term Fund,Regular Plan-Rs.5000,04-May-2009,20-May-2009
118284,Canara Robeco Asset Management Company Limited,CANARA ROBECO DYNAMIC TERM FUND - DIRECT PLAN - GROWTH OPTION,INF760K01EC7,,Open Ended,Income/Debt Oriented Schemes - Dynamic Term Fund,Canara Robeco Dynamic Term Fund,Regular Plan-Rs.5000,04-May-2009,20-May-2009
111972,ICICI Prudential Asset Management Company Limited,ICICI Prudential Corporate Bond Fund Retail Growth,INF109K01CE7,,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,
111976,ICICI Prudential Asset Management Company Limited,ICICI Prudential Corporate Bond Fund Retail Daily Dividend,INF109K01CF4,,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,
111977,ICICI Prudential Asset Management Company Limited,ICICI Prudential Corporate Bond Fund Retail Weekly Dividend,INF109K01SE3,INF109K01CG2,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,
111978,ICICI Prudential Asset Management Company Limited,ICICI Prudential Corporate Bond Fund Retail Fort Nightly Dividend,INF109K01SF0,INF109K01CH0,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,
111979,ICICI Prudential Asset Management Company Limited,ICICI Prudential Corporate Bond Fund Retail Monthly Dividend,INF109K01QM0,INF109K01CI8,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,
111980,ICICI Prudential Asset Management Company Limited,ICICI Prudential Corporate Bond Fund Retail Quarterly Dividend,INF109K01FQ4,INF109K01CJ6,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,
120696,ICICI Prudential Asset Management Company Limited,ICICI Prudential Corporate Bond Fund - Direct Plan - Fortnightly IDCW,INF109K014B6,INF109K015B3,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,
120697,ICICI Prudential Asset Management Company Limited,ICICI Prudential Corporate Bond Fund - Direct Plan - Monthly IDCW,INF109K017B9,INF109K018B7,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,
130947,ICICI Prudential Asset Management Company Limited,ICICI Prudential Corporate Bond Fund - Bonus,INF109KA1I84,,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,
131151,ICICI Prudential Asset Management Company Limited,ICICI Prudential Corporate Bond Fund - Half Yearly IDCW Option,INF109KA1N12,INF109KA1N04,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,
131152,ICICI Prudential Asset Management Company Limited,ICICI Prudential Corporate Bond Fund - Direct Plan - Half Yearly IDCW Option,INF109KA1N38,INF109KA1N20,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,
111991,ICICI Prudential Asset Management Company Limited,ICICI Prudential Corporate Bond Fund - Monthly IDCW,INF109K01SK0,INF109K01CT5,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,
111992,ICICI Prudential Asset Management Company Limited,ICICI Prudential Corporate Bond Fund -Quarterly IDCW,INF109K01SN4,INF109K01SO2,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,
120692,ICICI Prudential Asset Management Company Limited,ICICI Prudential Corporate Bond Fund - Direct Plan - Growth,INF109K016B1,,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,
120693,ICICI Prudential Asset Management Company Limited,ICICI Prudential Corporate Bond Fund - Direct Plan - Weekly IDCW,INF109K010C2,INF109K011C0,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,
120694,ICICI Prudential Asset Management Company Limited,ICICI Prudential Corporate Bond Fund - Direct Plan - Quarterly IDCW,INF109K019B5,INF109K012C8,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,
120695,ICICI Prudential Asset Management Company Limited,ICICI Prudential Corporate Bond Fund - Direct Plan - Daily IDCW,INF109K013B8,,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,
111982,ICICI Prudential Asset Management Company Limited,ICICI Prudential Corporate Bond Fund - Premium Daily Dividend,INF109K01CL2,,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,
111985,ICICI Prudential Asset Management Company Limited,ICICI Prudential Corporate Bond Fund - Premium Monthly Dividend,INF109K01CO6,,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,
111987,ICICI Prudential Asset Management Company Limited,ICICI Prudential Corporate Bond Fund - Growth,INF109K01CQ1,,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,
111988,ICICI Prudential Asset Management Company Limited,ICICI Prudential Corporate Bond Fund - Daily IDCW,INF109K01CR9,,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,
111989,ICICI Prudential Asset Management Company Limited,ICICI Prudential Corporate Bond Fund - Weekly IDCW,INF109K01SL8,INF109K01SM6,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,
111990,ICICI Prudential Asset Management Company Limited,ICICI Prudential Corporate Bond Fund - Fortnightly IDCW,INF109K01SJ2,INF109K01CS7,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,
111996,ICICI Prudential Asset Management Company Limited,ICICI Prudential Dynamic Bond Fund - Growth,INF109K01CB3,,Open Ended,Income,ICICI Prudential Dynamic Bond Fund,15000,11-Jun-2009,12-Jun-2009
111997,ICICI Prudential Asset Management Company Limited,ICICI Prudential Dynamic Bond Fund - Monthly Dividend,INF109K01FE0,INF109K01CC1,Open Ended,Income,ICICI Prudential Dynamic Bond Fund,15000,11-Jun-2009,12-Jun-2009
111998,ICICI Prudential Asset Management Company Limited,ICICI Prudential Dynamic Bond Fund - Quarterly Dividend,INF109K01FF7,INF109K01CD9,Open Ended,Income,ICICI Prudential Dynamic Bond Fund,15000,11-Jun-2009,12-Jun-2009
112002,ICICI Prudential Asset Management Company Limited,ICICI Prudential Dynamic Bond Fund - Premium Plus Growth,INF109K01RW7,,Open Ended,Income,ICICI Prudential Dynamic Bond Fund,15000,11-Jun-2009,12-Jun-2009
112005,ICICI Prudential Asset Management Company Limited,ICICI Prudential Dynamic Bond Fund - Half Yearly Dividend,INF109K01PK6,INF109K01IY2,Open Ended,Income,ICICI Prudential Dynamic Bond Fund,15000,11-Jun-2009,12-Jun-2009
113055,ICICI Prudential Asset Management Company Limited,ICICI Prudential Dynamic Bond Fund - Daily Dividend,INF109K01PJ8,,Open Ended,Income,ICICI Prudential Dynamic Bond Fund,15000,11-Jun-2009,12-Jun-2009
131621,ICICI Prudential Asset Management Company Limited,ICICI Prudential Dynamic Bond Fund - Annual Dividend,INF109KA15C5,INF109KA14C8,Open Ended,Income,ICICI Prudential Dynamic Bond Fund,15000,11-Jun-2009,12-Jun-2009
131199,ICICI Prudential Asset Management Company Limited,ICICI Prudential Dynamic Bond Fund - Direct Plan - Bonus Option,INF109KA1343,,Open Ended,Income,ICICI Prudential Dynamic Bond Fund,15000,11-Jun-2009,12-Jun-2009
131620,ICICI Prudential Asset Management Company Limited,ICICI Prudential Dynamic Bond Fund - Direct Plan - Annual Dividend,INF109KA17C1,INF109KA16C3,Open Ended,Income,ICICI Prudential Dynamic Bond Fund,15000,11-Jun-2009,12-Jun-2009
120580,ICICI Prudential Asset Management Company Limited,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Monthly Dividend,INF109K010L3,INF109K011L1,Open Ended,Income,ICICI Prudential Dynamic Bond Fund,15000,11-Jun-2009,12-Jun-2009
120581,ICICI Prudential Asset Management Company Limited,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,INF109K018K8,INF109K019K6,Open Ended,Income,ICICI Prudential Dynamic Bond Fund,15000,11-Jun-2009,12-Jun-2009
120582,ICICI Prudential Asset Management Company Limited,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,INF109K017K0,,Open Ended,Income,ICICI Prudential Dynamic Bond Fund,15000,11-Jun-2009,12-Jun-2009
120583,ICICI Prudential Asset Management Company Limited,ICICI Prudential Dynamic Bond Fund - Direct Plan - Quarterly Dividend,INF109K012L9,INF109K013L7,Open Ended,Income,ICICI Prudential Dynamic Bond Fund,15000,11-Jun-2009,12-Jun-2009
120584,ICICI Prudential Asset Management Company Limited,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,INF109K016K2,,Open Ended,Income,ICICI Prudential Dynamic Bond Fund,15000,11-Jun-2009,12-Jun-2009
122613,ICICI Prudential Asset Management Company Limited,ICICI Prudential Dynamic Bond Fund - Bonus,INF109KA1350,,Open Ended,Income,ICICI Prudential Dynamic Bond Fund,15000,11-Jun-2009,12-Jun-2009
112012,Edelweiss Asset Management Limited,Edelweiss Aggressive Hybrid Fund- Plan B-Growth Option,INF754K01160,,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,Edelweiss Aggressive Hybrid Fund,Rs 1000/- & in multiples of Re.1/- thereafter,08-Jun-2009,10-Jun-2009
112013,Edelweiss Asset Management Limited,Edelweiss Aggressive Hybrid Fund  - Plan B - IDCW Option,INF754K01137,INF754K01145,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,Edelweiss Aggressive Hybrid Fund,Rs 1000/- & in multiples of Re.1/- thereafter,08-Jun-2009,10-Jun-2009
112108,Edelweiss Asset Management Limited,Edelweiss Aggressive Hybrid Fund - Regular Plan - Growth Option,INF754K01202,,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,Edelweiss Aggressive Hybrid Fund,Rs 1000/- & in multiples of Re.1/- thereafter,08-Jun-2009,10-Jun-2009
112109,Edelweiss Asset Management Limited,Edelweiss Aggressive Hybrid Fund - Regular Plan - IDCW Option,INF754K01178,INF754K01186,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,Edelweiss Aggressive Hybrid Fund,Rs 1000/- & in multiples of Re.1/- thereafter,08-Jun-2009,10-Jun-2009
118624,Edelweiss Asset Management Limited,Edelweiss Aggressive Hybrid Fund-Direct Plan-Growth Option,INF754K01CE0,,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,Edelweiss Aggressive Hybrid Fund,Rs 1000/- & in multiples of Re.1/- thereafter,08-Jun-2009,10-Jun-2009
118625,Edelweiss Asset Management Limited,Edelweiss Aggressive Hybrid Fund  - Direct Plan - IDCW Option,INF754K01CB6,INF754K01CC4,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,Edelweiss Aggressive Hybrid Fund,Rs 1000/- & in multiples of Re.1/- thereafter,08-Jun-2009,10-Jun-2009
112030,Baroda BNP Paribas Asset Management India Private Limited,Baroda Pioneer Treasury Advantage Fund- Regular Plan - Dividend Option,,,Open Ended,Income/Debt Oriented Schemes - Ultra Short to Short Term Fund,Baroda Treasury Advantage Fund,Regular - Rs.5000/- Institutional - Rs. 10000000/-,10-Jun-2009,23-Jun-2009
112036,Sahara Asset Management Company Private Limited,Sahara Super 20 Fund - Dividend Option,INF515L01551,INF515L01569,Open Ended,Growth,Sahara Super 20 Fund,5000,25-Jun-2009,23-Jul-2009
112037,Sahara Asset Management Company Private Limited,Sahara Super 20 Fund - Growth Option,INF515L01577,,Open Ended,Growth,Sahara Super 20 Fund,5000,25-Jun-2009,23-Jul-2009
120382,Sahara Asset Management Company Private Limited,Sahara Super 20 Fund - Growth - Direct,INF515L01AR9,,Open Ended,Growth,Sahara Super 20 Fund,5000,25-Jun-2009,23-Jul-2009
120383,Sahara Asset Management Company Private Limited,Sahara Super 20 Fund - Dividend - Direct,INF515L01AP3,INF515L01AQ1,Open Ended,Growth,Sahara Super 20 Fund,5000,25-Jun-2009,23-Jul-2009
